"observed_month","district","point","latitude","longitude","sf_find_neighborhood","supervisor","other_vehicles","passenger_vehicles","structures","tents","data_loaded_at","data_as_of"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.418975569 37.785520739)","37.78552073875","-122.41897556931","Tenderloin","6","0","0","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","PARK","POINT (-122.4498716 37.769530067)","37.76953006676","-122.44987159967","Haight Ashbury","5","0","0","3","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","PARK","POINT (-122.447054274 37.769889976)","37.76988997575","-122.44705427438","Haight Ashbury","5","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.41329968 37.77649047)","37.77649047015","-122.41329967976","South of Market","6","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","NORTHERN","POINT (-122.421413362 37.788090658)","37.78809065782","-122.42141336203","Lower Nob Hill","3","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.411937788 37.776816955)","37.77681695486","-122.41193778813","South of Market","6","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.397881001 37.789607024)","37.78960702448","-122.39788100123","Financial District","6","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","NORTHERN","POINT (-122.420217767 37.788492605)","37.78849260532","-122.42021776736","Lower Nob Hill","3","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.411488853 37.776372543)","37.7763725431","-122.41148885339","South of Market","6","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","NORTHERN","POINT (-122.420380376 37.789083732)","37.78908373179","-122.42038037628","Lower Nob Hill","3","0","0","3","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.394876592 37.747274059)","37.74727405892","-122.39487659186","Central Waterfront","10","2","0","0","2","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.404566072 37.765385687)","37.76538568659","-122.40456607193","Potrero Hill","10","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.394571155 37.74565555)","37.74565555015","-122.39457115531","Produce Market","10","5","0","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.395993732 37.745255491)","37.74525549068","-122.39599373192","Produce Market","10","2","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.404507063 37.764196689)","37.76419668871","-122.40450706333","Potrero Hill","10","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.394377366 37.783577143)","37.78357714332","-122.39437736571","South of Market","6","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.398138829 37.744761577)","37.74476157731","-122.39813882858","Produce Market","10","4","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.399608344 37.743096087)","37.74309608664","-122.39960834384","Produce Market","10","16","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.399946302 37.74666404)","37.74666404036","-122.39994630218","Produce Market","10","7","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","INGLESIDE","POINT (-122.435640469 37.742710595)","37.74271059524","-122.43564046919","Diamond Heights","8","1","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.402931936 37.744711205)","37.74471120485","-122.40293193609","Produce Market","10","12","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","PARK","POINT (-122.449935637 37.766075593)","37.76607559345","-122.44993563741","Cole Valley","8","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.402345538 37.74326391)","37.74326390999","-122.40234553814","Produce Market","10","3","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.401511706 37.742750629)","37.74275062917","-122.40151170641","Produce Market","10","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.399262339 37.740383287)","37.74038328746","-122.39926233888","Produce Market","10","7","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.400040179 37.742040885)","37.74204088533","-122.40004017949","Produce Market","10","11","0","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.396038324 37.741060701)","37.74106070118","-122.39603832364","Produce Market","10","0","2","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TARAVAL","POINT (-122.473055819 37.765835596)","37.76583559632","-122.47305581927","Golden Gate Park","7","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.395884097 37.743367838)","37.74336783831","-122.39588409662","Produce Market","10","3","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.401509024 37.741868817)","37.74186881715","-122.4015090242","Produce Market","10","6","0","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.40040496 37.741234627)","37.74123462715","-122.40040495992","Produce Market","10","7","0","4","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.401230745 37.741305152)","37.74130515189","-122.40123074502","Produce Market","10","5","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.405068986 37.742501941)","37.74250194122","-122.40506898612","Apparel City","10","4","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.404634133 37.742032401)","37.74203240123","-122.40463413298","Apparel City","10","3","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.405846827 37.737314831)","37.73731483056","-122.40584682673","Apparel City","10","4","0","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.403881103 37.737245893)","37.73724589288","-122.4038811028","Apparel City","10","3","0","3","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.402694225 37.738812088)","37.73881208797","-122.40269422531","Apparel City","10","1","1","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.400478385 37.739132111)","37.73913211055","-122.40047838539","Apparel City","10","1","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","RICHMOND","POINT (-122.477269768 37.766746017)","37.76674601726","-122.47726976812","Golden Gate Park","7","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.398732267 37.739349789)","37.73934978874","-122.39873226732","Silver Terrace","10","0","2","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.397838086 37.739971799)","37.73997179868","-122.39783808589","Produce Market","10","1","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.413075756 37.782009859)","37.78200985883","-122.41307575616","Tenderloin","6","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.400196083 37.772990474)","37.7729904741","-122.40019608289","South of Market","6","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.395223938 37.738743152)","37.73874315169","-122.39522393793","Bayview","10","3","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.40759261 37.781035686)","37.78103568601","-122.40759260952","South of Market","6","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.410889284 37.783731981)","37.78373198071","-122.41088928443","Tenderloin","5","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.390464023 37.740355979)","37.74035597867","-122.39046402276","Bayview","10","16","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","CENTRAL","POINT (-122.397723757 37.795386844)","37.79538684371","-122.39772375673","Financial District","3","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.412658666 37.784389282)","37.7843892819","-122.4126586664","Tenderloin","5","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.388185821 37.743311897)","37.74331189732","-122.38818582147","Central Waterfront","10","6","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.413215244 37.782932057)","37.78293205749","-122.41321524447","Tenderloin","5","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM",,"POINT (-122.414327497 37.784214069)","37.78421406854","-122.41432749698","Tenderloin",,"0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.414533622 37.785091239)","37.78509123855","-122.41453362151","Tenderloin","5","0","0","0","7","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","INGLESIDE","POINT (-122.443699166 37.728282123)","37.72828212281","-122.44369916618","Mission Terrace","7","1","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","NORTHERN","POINT (-122.419010975 37.786506298)","37.78650629828","-122.41901097473","Lower Nob Hill","3","0","0","0","2","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.41216662 37.785834777)","37.78583477731","-122.41216662009","Tenderloin","5","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.390909605 37.745089263)","37.74508926256","-122.39090960473","Central Waterfront","10","2","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.389330119 37.745108881)","37.74510888121","-122.38933011889","Central Waterfront","10","3","0","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.401303165 37.777741015)","37.77774101537","-122.40130316466","South of Market","6","1","0","8","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","CENTRAL","POINT (-122.400790527 37.793605653)","37.7936056531","-122.40079052746","Financial District","3","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.412247622 37.786391002)","37.78639100243","-122.41224762172","Tenderloin","5","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","NORTHERN","POINT (-122.436091751 37.783822513)","37.78382251347","-122.43609175086","Western Addition","5","1","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.388407774 37.746186573)","37.74618657339","-122.38840777427","Central Waterfront","10","3","0","3","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","NORTHERN","POINT (-122.420390906 37.781388104)","37.78138810398","-122.4203909057","Civic Center","6","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","INGLESIDE","POINT (-122.442032844 37.729356613)","37.72935661271","-122.44203284383","Sunnyside","7","2","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.391252927 37.746174643)","37.74617464331","-122.39125292748","Central Waterfront","10","2","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","RICHMOND","POINT (-122.478644346 37.768996739)","37.76899673852","-122.47864434629","Golden Gate Park","4","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.4183 37.775)","37.775","-122.4183","South of Market","6","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.416700382 37.783451444)","37.78345144351","-122.41670038164","Tenderloin","6","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.411752132 37.784076931)","37.78407693137","-122.41175213194","Tenderloin","5","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.409398598 37.784811804)","37.78481180377","-122.40939859846","Downtown / Union Square","5","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.412016984 37.785019366)","37.78501936634","-122.41201698379","Tenderloin","5","0","0","0","2","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.418525676 37.784163968)","37.7841639682","-122.4185256763","Tenderloin","6","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","RICHMOND","POINT (-122.473458124 37.769957123)","37.7699571228","-122.47345812369","Golden Gate Park","7","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.410138696 37.778991274)","37.77899127445","-122.41013869643","South of Market","6","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.383930162 37.741966119)","37.74196611923","-122.3839301616","India Basin","10","5","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.402213439 37.774015553)","37.77401555256","-122.40221343935","South of Market","6","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.419253848 37.77358517)","37.77358516975","-122.41925384849","South of Market","6","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.383177131 37.739126808)","37.73912680778","-122.38317713141","Bayview","10","0","0","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.402020991 37.774810058)","37.77481005811","-122.40202099085","South of Market","6","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.387003303 37.740234017)","37.74023401698","-122.38700330257","Bayview","10","0","1","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","CENTRAL","POINT (-122.410040461 37.787428248)","37.7874282478","-122.41004046053","Lower Nob Hill","3","0","0","2","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","PARK","POINT (-122.440984435 37.772504696)","37.77250469642","-122.44098443538","Buena Vista","5","0","0","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","INGLESIDE","POINT (-122.428696565 37.73121625)","37.73121624954","-122.42869656533","Mission Terrace","11","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.38953229 37.735473642)","37.73547364234","-122.3895322904","Bayview","10","1","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.390370816 37.735479741)","37.73547974082","-122.39037081599","Bayview","10","0","0","0","2","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.393591118 37.790716544)","37.79071654434","-122.39359111803","Financial District","6","0","0","0","1","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","INGLESIDE","POINT (-122.415100783 37.731482476)","37.73148247635","-122.41510078311","Portola","9","0","0","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","CENTRAL","POINT (-122.412443049 37.787327031)","37.78732703103","-122.41244304925","Lower Nob Hill","3","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","INGLESIDE","POINT (-122.407940291 37.743457715)","37.74345771499","-122.40794029087","Peralta Heights","9","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TENDERLOIN","POINT (-122.414755113 37.786129377)","37.786129377","-122.41475511342","Tenderloin","5","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.380051352 37.727822039)","37.72782203907","-122.38005135208","Hunters Point","10","7","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.38094788 37.726480753)","37.7264807527","-122.38094788045","Hunters Point","10","3","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","NORTHERN","POINT (-122.418640964 37.788447827)","37.78844782684","-122.41864096373","Lower Nob Hill","3","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.381429672 37.725711186)","37.72571118598","-122.38142967224","Hunters Point","10","2","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","CENTRAL","POINT (-122.418620847 37.788765515)","37.78876551504","-122.41862084717","Lower Nob Hill","3","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","INGLESIDE","POINT (-122.40913488 37.737601452)","37.7376014515","-122.40913487971","Bernal Heights","9","1","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","NORTHERN","POINT (-122.41885554 37.789420494)","37.78942049425","-122.41885554045","Lower Nob Hill","3","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.383012511 37.725721528)","37.72572152824","-122.38301251084","Hunters Point","10","12","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","NORTHERN","POINT (-122.42277056 37.776855115)","37.77685511532","-122.42277055979","Civic Center","5","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.386595942 37.726819657)","37.72681965653","-122.38659594208","Bayview","10","1","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.386098728 37.725523169)","37.72552316863","-122.38609872758","Hunters Point","10","2","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.388374582 37.724323453)","37.72432345292","-122.38837458193","Bayview","10","1","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.389533296 37.723736317)","37.72373631706","-122.38953329623","Bayview","10","3","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.3903336 37.723193464)","37.72319346418","-122.39033360034","Bret Harte","10","2","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.389688529 37.722802035)","37.72280203482","-122.38968852907","Bret Harte","10","3","0","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.386529222 37.721112977)","37.7211129775","-122.38652922213","Bret Harte","10","3","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.385796979 37.716905946)","37.71690594615","-122.38579697907","Candlestick Point SRA","10","9","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","INGLESIDE","POINT (-122.408273891 37.737513424)","37.73751342373","-122.40827389061","Bernal Heights","9","0","0","2","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","INGLESIDE","POINT (-122.416501567 37.732258877)","37.73225887734","-122.41650156677","Bernal Heights","9","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.388434261 37.714225341)","37.71422534082","-122.38843426108","Candlestick Point SRA","10","3","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.391780317 37.724067012)","37.72406701249","-122.39178031683","Bret Harte","10","4","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.391002476 37.724443319)","37.72444331929","-122.39100247622","Bayview","10","1","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.391848713 37.723435587)","37.72343558713","-122.39184871316","Bret Harte","10","1","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.397657037 37.722692774)","37.72269277368","-122.39765703678","Bret Harte","10","1","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","INGLESIDE","POINT (-122.419428527 37.7236854)","37.72368539991","-122.41942852736","University Mound","9","1","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.388752438 37.726834242)","37.72683424156","-122.38875243813","Bayview","10","4","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.398046292 37.720227725)","37.72022772529","-122.39804629236","Bret Harte","10","3","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.398157604 37.721193864)","37.7211938643","-122.39815760404","Bret Harte","10","2","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.398593128 37.71496373)","37.71496373036","-122.39859312773","Little Hollywood","10","2","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","CENTRAL","POINT (-122.413398921 37.787885576)","37.78788557631","-122.41339892149","Lower Nob Hill","3","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","SOUTHERN","POINT (-122.395204712 37.784230322)","37.78423032156","-122.39520471151","South of Market","6","0","0","0","2","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","TARAVAL","POINT (-122.502182131 37.726325603)","37.72632560313","-122.50218213092","Lakeshore","7","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","INGLESIDE","POINT (-122.410800532 37.718854211)","37.71885421088","-122.41080053151","Portola","10","7","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","CENTRAL","POINT (-122.40883112 37.798721526)","37.79872152614","-122.40883111954","North Beach","3","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","BAYVIEW","POINT (-122.401276343 37.710558481)","37.71055848061","-122.40127634257","Little Hollywood","10","2","0","0","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
"2025 Mar 01 12:00:00 AM","NORTHERN","POINT (-122.423946708 37.77293164)","37.77293164031","-122.42394670844","Mint Hill","8","0","0","1","0","2025/10/02 03:43:38 PM","2025/10/02 02:02:39 PM"
