observed_month,district,point,latitude,longitude,sf_find_neighborhood,supervisor,other_vehicles,passenger_vehicles,structures,tents,data_loaded_at,data_as_of,dist_to_bathroom_m,bathrooms_within_500m,needles_within_500m,underserved,kmeans_cluster,dbscan_cluster
2025-06-01,BAYVIEW,POINT (-122.39182007 37.7203637),37.72036369969,-122.39182006982,Bret Harte,10.0,0,1,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,162.54498650686403,7,58,False,0,3
2025-06-01,BAYVIEW,POINT (-122.390113506 37.722302014),37.72230201377,-122.39011350597,Bret Harte,10.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,383.9596668849583,5,70,False,3,3
2025-06-01,INGLESIDE,POINT (-122.407672534 37.735960352),37.73596035232,-122.40767253427,Bernal Heights,9.0,0,0,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,504.88491179451927,0,197,False,3,3
2025-06-01,BAYVIEW,POINT (-122.388481746 37.736745069),37.73674506915,-122.38848174585,Bayview,10.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,200.82233926816644,8,281,False,0,3
2025-06-01,INGLESIDE,POINT (-122.435561344 37.742800738),37.74280073784,-122.43556134403,Diamond Heights,8.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,191.1327838630196,6,20,False,0,-1
2025-06-01,BAYVIEW,POINT (-122.389440539 37.723103222),37.723103222,-122.38944053857,Bayview,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,381.9660754868112,4,72,False,3,3
2025-06-01,BAYVIEW,POINT (-122.388758984 37.723788405),37.72378840494,-122.3887589837,Hunters Point,10.0,3,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,406.0262155752842,3,77,False,3,3
2025-06-01,BAYVIEW,POINT (-122.386728331 37.726066053),37.72606605293,-122.38672833119,Hunters Point,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,492.3602759728881,2,76,False,3,3
2025-06-01,BAYVIEW,POINT (-122.38588566 37.726985473),37.7269854725,-122.38588565993,Hunters Point,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,385.4038256504908,2,63,False,3,3
2025-06-01,BAYVIEW,POINT (-122.406120199 37.737639633),37.73763963271,-122.40612019925,Apparel City,10.0,0,0,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,520.7303215901192,0,356,False,3,3
2025-06-01,BAYVIEW,POINT (-122.384376161 37.728669663),37.72866966316,-122.3843761614,Hunters Point,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,197.44656835526823,5,46,False,0,3
2025-06-01,BAYVIEW,POINT (-122.383785565 37.728960392),37.72896039205,-122.38378556488,Hunters Point,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,164.8175369005771,5,45,False,0,3
2025-06-01,BAYVIEW,POINT (-122.404920509 37.737501617),37.73750161729,-122.40492050863,Apparel City,10.0,0,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,462.8854550075159,2,366,False,3,3
2025-06-01,BAYVIEW,POINT (-122.403882812 37.73705263),37.73705262961,-122.40388281243,Apparel City,10.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,399.5465176520625,2,354,False,3,3
2025-06-01,BAYVIEW,POINT (-122.383403888 37.726599009),37.72659900858,-122.38340388808,Hunters Point,10.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,373.45009435867166,3,42,False,3,3
2025-06-01,BAYVIEW,POINT (-122.38361891 37.726008565),37.72600856466,-122.38361890991,Hunters Point,10.0,7,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,424.04525897899305,2,47,False,3,3
2025-06-01,BAYVIEW,POINT (-122.37142576 37.730246239),37.73024623863,-122.37142575981,Hunters Point,10.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,391.52433011724565,4,8,False,3,3
2025-06-01,BAYVIEW,POINT (-122.404113164 37.737883603),37.73788360323,-122.40411316437,Apparel City,10.0,0,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,475.0123265169054,2,421,False,3,3
2025-06-01,BAYVIEW,POINT (-122.384223864 37.726442087),37.72644208681,-122.38422386439,Hunters Point,10.0,3,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,387.7642292472936,2,53,False,3,3
2025-06-01,BAYVIEW,POINT (-122.402782766 37.738826605),37.73882660543,-122.40278276614,Apparel City,10.0,0,1,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,548.2371085075313,0,505,False,3,3
2025-06-01,TARAVAL,POINT (-122.474621013 37.72750515),37.72750514976,-122.47462101281,Stonestown,7.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,80.75143333436863,2,39,False,0,5
2025-06-01,BAYVIEW,POINT (-122.381641647 37.725463657),37.72546365713,-122.38164164664,Hunters Point,10.0,3,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,507.4911126778762,0,28,False,3,3
2025-06-01,TARAVAL,POINT (-122.475169189 37.725832111),37.72583211084,-122.47516918927,Stonestown,7.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,89.31526424038206,2,19,False,0,5
2025-06-01,BAYVIEW,POINT (-122.381032853 37.726055629),37.72605562912,-122.38103285349,Hunters Point,10.0,4,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,483.86320818085096,2,25,False,3,3
2025-06-01,BAYVIEW,POINT (-122.400002073 37.738141497),37.73814149661,-122.40000207288,Silver Terrace,10.0,0,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,536.4472700203022,0,258,False,3,3
2025-06-01,BAYVIEW,POINT (-122.380702072 37.72644192),37.72644192037,-122.38070207233,Hunters Point,10.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,470.7894072071349,3,25,False,3,3
2025-06-01,BAYVIEW,POINT (-122.397549446 37.736076905),37.73607690491,-122.39754944562,Silver Terrace,10.0,0,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,527.8483746353078,0,167,False,3,3
2025-06-01,BAYVIEW,POINT (-122.399515883 37.737017016),37.73701701575,-122.39951588345,Silver Terrace,10.0,0,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,468.92575314724667,2,218,False,3,3
2025-06-01,BAYVIEW,POINT (-122.398811968 37.737733688),37.73773368834,-122.39881196761,Silver Terrace,10.0,0,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,555.4874697795105,0,220,False,3,3
2025-06-01,BAYVIEW,POINT (-122.373491824 37.728759757),37.72875975663,-122.37349182392,Hunters Point,10.0,2,1,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,374.065518459204,2,7,False,3,3
2025-06-01,BAYVIEW,POINT (-122.40004567 37.739194047),37.73919404695,-122.40004567006,Silver Terrace,10.0,0,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,461.8517775205089,1,335,False,3,3
2025-06-01,BAYVIEW,POINT (-122.381956604 37.727773668),37.72777366755,-122.38195660429,Hunters Point,10.0,4,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,312.80975844190925,4,35,False,3,3
2025-06-01,BAYVIEW,POINT (-122.382394103 37.72724408),37.72724408048,-122.38239410278,Hunters Point,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,337.952940209167,3,36,False,3,3
2025-06-01,BAYVIEW,POINT (-122.3810305 37.726438385),37.72643838513,-122.38103049954,Hunters Point,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,455.1497883423469,3,25,False,3,3
2025-06-01,INGLESIDE,POINT (-122.424920015 37.737407101),37.73740710088,-122.42492001504,Holly Park,8.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,381.03531676355175,3,118,False,3,-1
2025-06-01,BAYVIEW,POINT (-122.382165562 37.726243047),37.72624304657,-122.38216556211,Hunters Point,10.0,3,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,427.32127742679546,3,31,False,3,3
2025-06-01,TARAVAL,POINT (-122.473191731 37.717638474),37.71763847424,-122.47319173068,Parkmerced,7.0,0,1,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,246.7271471199519,4,5,False,0,0
2025-06-01,BAYVIEW,POINT (-122.383173711 37.726787526),37.72678752569,-122.38317371146,Hunters Point,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,359.3924045157268,3,39,False,3,3
2025-06-01,BAYVIEW,POINT (-122.377152645 37.731175653),37.7311756531,-122.37715264487,Hunters Point,10.0,0,1,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,138.50254217125558,4,14,False,0,3
2025-06-01,BAYVIEW,POINT (-122.398927211 37.740791877),37.74079187718,-122.39892721133,Produce Market,10.0,3,2,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,303.9994905131882,1,276,False,3,3
2025-06-01,TARAVAL,POINT (-122.474783286 37.724647516),37.72464751597,-122.47478328645,Stonestown,7.0,3,2,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,71.84610331168244,2,13,False,0,5
2025-06-01,BAYVIEW,POINT (-122.397149983 37.742300179),37.7423001795,-122.39714998338,Produce Market,10.0,0,1,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,208.0766220474974,1,233,False,0,3
2025-06-01,TARAVAL,POINT (-122.475189641 37.725168613),37.72516861276,-122.47518964112,Stonestown,7.0,4,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,95.93675733685436,2,15,False,0,5
2025-06-01,BAYVIEW,POINT (-122.391844105 37.722231734),37.72223173364,-122.39184410501,Bret Harte,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,299.9697382078523,4,64,False,3,3
2025-06-01,INGLESIDE,POINT (-122.418820336 37.737973712),37.73797371239,-122.41882033646,Holly Park,9.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,170.28038028741304,7,118,False,0,-1
2025-06-01,INGLESIDE,POINT (-122.42042128 37.738115298),37.73811529831,-122.42042127997,Holly Park,9.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,88.29971847789426,7,143,False,0,-1
2025-06-01,BAYVIEW,POINT (-122.399553864 37.743254377),37.74325437696,-122.39955386352,Produce Market,10.0,23,3,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,124.65416336893892,1,481,False,0,3
2025-06-01,BAYVIEW,POINT (-122.395950352 37.74713882),37.74713881952,-122.39595035236,Produce Market,10.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,340.5896436044631,1,77,False,3,3
2025-06-01,BAYVIEW,POINT (-122.380849588 37.727908456),37.72790845634,-122.38084958755,Hunters Point,10.0,2,2,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,341.51515765317816,4,29,False,3,3
2025-06-01,TARAVAL,POINT (-122.480502091 37.731168785),37.73116878471,-122.48050209135,Merced Manor,7.0,0,1,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,413.41306996372873,3,17,False,1,-1
2025-06-01,BAYVIEW,POINT (-122.39463234 37.746375338),37.74637533792,-122.39463234027,Produce Market,10.0,2,1,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,389.7858172988843,1,100,False,3,3
2025-06-01,TARAVAL,POINT (-122.477963381 37.732647605),37.73264760511,-122.47796338052,Merced Manor,7.0,0,1,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,271.5093065366917,4,29,False,4,-1
2025-06-01,TARAVAL,POINT (-122.477910742 37.73317607),37.73317607007,-122.47791074216,Merced Manor,7.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,229.42422907414837,4,29,False,4,-1
2025-06-01,BAYVIEW,POINT (-122.380132652 37.727174981),37.72717498122,-122.38013265164,Hunters Point,10.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,415.87663891629455,3,25,False,3,3
2025-06-01,BAYVIEW,POINT (-122.395063746 37.745179927),37.74517992668,-122.39506374597,Produce Market,10.0,3,3,3,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,314.7757857657828,1,126,False,3,3
2025-06-01,BAYVIEW,POINT (-122.380514839 37.726665008),37.7266650076,-122.38051483854,Hunters Point,10.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,453.4458433008936,3,25,False,3,3
