observed_month,district,point,latitude,longitude,sf_find_neighborhood,supervisor,other_vehicles,passenger_vehicles,structures,tents,data_loaded_at,data_as_of,dist_to_bathroom_m,bathrooms_within_500m,needles_within_500m,underserved,kmeans_cluster,dbscan_cluster
2025-01-01,INGLESIDE,POINT (-122.423486039 37.740671222),37.74067122219,-122.42348603904,Bernal Heights,9.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,358.9435822718465,5,185,False,3,-1
2025-01-01,INGLESIDE,POINT (-122.421089821 37.736925332),37.73692533186,-122.42108982056,Holly Park,9.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,47.41828631350469,6,110,False,0,-1
2025-01-01,INGLESIDE,POINT (-122.418717071 37.737289112),37.73728911151,-122.41871707141,Holly Park,9.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,162.49328079894252,7,90,False,0,-1
2025-01-01,INGLESIDE,POINT (-122.420469895 37.73827783),37.73827783012,-122.42046989501,Holly Park,9.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,101.87643958683462,7,146,False,0,-1
2025-01-01,INGLESIDE,POINT (-122.412378006 37.74224795),37.74224794989,-122.41237800568,Bernal Heights,9.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,347.3461442911431,4,84,False,3,-1
2025-01-01,INGLESIDE,POINT (-122.4090809 37.737367859),37.73736785949,-122.40908090025,Bernal Heights,9.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,612.5243083438891,0,209,False,3,-1
2025-01-01,INGLESIDE,POINT (-122.408581339 37.736638178),37.736638178,-122.40858133882,Bernal Heights,9.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,604.3551658878765,0,198,False,3,-1
2025-01-01,INGLESIDE,POINT (-122.400539741 37.719189437),37.71918943667,-122.40053974092,Portola,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,617.2237015308034,0,42,False,3,3
2025-01-01,INGLESIDE,POINT (-122.399497703 37.715144083),37.71514408301,-122.39949770272,Visitacion Valley,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,557.7241010623784,0,42,False,3,3
2025-01-01,INGLESIDE,POINT (-122.410113886 37.719101652),37.71910165222,-122.410113886,Portola,10.0,7,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,226.6214152380327,5,21,False,0,21
2025-01-01,INGLESIDE,POINT (-122.415568158 37.713662261),37.71366226081,-122.41556815803,McLaren Park,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,30.483514191143367,3,8,False,0,-1
2025-01-01,INGLESIDE,POINT (-122.417511083 37.722639734),37.72263973423,-122.41751108319,McLaren Park,9.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,96.16824604831778,9,4,False,0,6
2025-01-01,INGLESIDE,POINT (-122.427067123 37.731445883),37.73144588348,-122.42706712335,Mission Terrace,11.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,523.6196526539072,0,77,False,3,-1
2025-01-01,INGLESIDE,POINT (-122.426461279 37.730913694),37.73091369382,-122.42646127939,Mission Terrace,11.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,500.6685943384277,0,62,False,3,-1
2025-01-01,INGLESIDE,POINT (-122.430814505 37.731910452),37.73191045249,-122.43081450462,Mission Terrace,8.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,321.14495738752845,2,135,False,0,-1
2025-01-01,SOUTHERN,POINT (-122.400054596 37.779327288),37.7793272879,-122.40005459636,South of Market,6.0,0,0,5,9,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,250.54458379463563,1,1436,False,5,-1
2025-01-01,SOUTHERN,POINT (-122.40857061 37.770938949),37.7709389494,-122.40857060999,Showplace Square,6.0,0,0,0,2,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,505.1100948924197,0,2731,False,2,-1
2025-01-01,MISSION,POINT (-122.406822145 37.768598218),37.76859821768,-122.40682214499,Showplace Square,10.0,0,0,5,4,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,327.4779739797947,3,1736,False,5,8
2025-01-01,SOUTHERN,POINT (-122.393810414 37.785162231),37.78516223071,-122.39381041378,Rincon Hill,6.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,133.2379493123977,1,668,False,5,-1
2025-01-01,MISSION,POINT (-122.418153137 37.76907183),37.76907182959,-122.41815313697,Mission,9.0,0,0,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,223.8709479372083,4,4415,False,2,22
2025-03-01,PARK,POINT (-122.460542929 37.770823226),37.7708232259,-122.46054292857,Golden Gate Park,7.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,109.3740434607083,21,60,False,4,2
2025-03-01,PARK,POINT (-122.45532567 37.773919029),37.77391902869,-122.45532567028,Golden Gate Park,1.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,60.554726927423005,13,146,False,4,2
2025-03-01,RICHMOND,POINT (-122.472821126 37.77263447),37.77263447047,-122.47282112592,Golden Gate Park,1.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,120.19513117446904,9,56,False,4,2
2025-03-01,RICHMOND,POINT (-122.509535998 37.77089352),37.77089352002,-122.50953599778,Golden Gate Park,1.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,125.12642923318536,11,51,False,4,2
2025-03-01,RICHMOND,POINT (-122.5097874 37.764979708),37.76497970805,-122.50978739961,Golden Gate Park,1.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,153.27951369155514,15,60,False,4,2
2025-03-01,RICHMOND,POINT (-122.505951662 37.765851496),37.76585149603,-122.50595166176,Golden Gate Park,1.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,142.73157464483455,15,56,False,4,2
2025-03-01,RICHMOND,POINT (-122.505158153 37.765433604),37.76543360383,-122.50515815252,Golden Gate Park,1.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,80.09310813955476,13,60,False,4,2
2025-03-01,RICHMOND,POINT (-122.50794077 37.767196),37.7671960001,-122.50794077032,Golden Gate Park,1.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,4.748019172292777,13,43,False,4,2
2025-03-01,RICHMOND,POINT (-122.497864791 37.765563287),37.76556328715,-122.49786479063,Golden Gate Park,1.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,246.18063390670392,8,33,False,4,2
2025-03-01,RICHMOND,POINT (-122.507853405 37.770406247),37.77040624747,-122.50785340484,Golden Gate Park,1.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,159.78792180794898,12,44,False,4,2
2025-03-01,SOUTHERN,POINT (-122.421335913 37.771670413),37.77167041287,-122.42133591324,South of Market,6.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,395.8722286517933,2,4856,False,2,1
2025-03-01,MISSION,POINT (-122.418864928 37.770177796),37.77017779567,-122.41886492819,South of Market,6.0,0,0,1,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,268.5537644412424,2,4892,False,2,-1
2025-03-01,MISSION,POINT (-122.416314483 37.76979324),37.76979324045,-122.41631448269,South of Market,6.0,0,0,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,390.6193005260449,1,4340,False,2,-1
2025-03-01,INGLESIDE,POINT (-122.410783768 37.742396951),37.74239695117,-122.4107837677,Bernal Heights,9.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,447.719536563736,2,188,False,3,3
2025-03-01,MISSION,POINT (-122.411770821 37.769642969),37.76964296918,-122.41177082062,South of Market,6.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,357.0891838542489,4,3039,False,2,-1
2025-03-01,MISSION,POINT (-122.405586652 37.766016224),37.76601622408,-122.40558665246,Showplace Square,6.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,252.01096398763855,3,1289,False,5,8
2025-03-01,INGLESIDE,POINT (-122.420381717 37.738468201),37.73846820135,-122.42038171738,Holly Park,9.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,119.4254516423129,7,151,False,0,-1
2025-03-01,SOUTHERN,POINT (-122.390086502 37.785816977),37.78581697689,-122.39008650184,South Beach,6.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,377.1960505076595,2,437,False,5,-1
2025-03-01,INGLESIDE,POINT (-122.423662059 37.740646565),37.74064656484,-122.42366205901,Bernal Heights,9.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,346.8194254351111,5,187,False,3,-1
2025-03-01,PARK,POINT (-122.452782802 37.770335222),37.77033522156,-122.45278280228,Haight Ashbury,5.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,129.07324766779786,26,239,False,4,2
2025-03-01,TARAVAL,POINT (-122.481108765 37.766125067),37.76612506743,-122.4811087645,Golden Gate Park,4.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,387.76259884560193,6,65,False,4,-1
2025-03-01,NORTHERN,POINT (-122.420169823 37.783446774),37.78344677354,-122.42016982287,Tenderloin,6.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,217.74215511847325,11,3156,False,2,-1
2025-03-01,INGLESIDE,POINT (-122.420462184 37.746359957),37.74635995709,-122.42046218365,Bernal Heights,9.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,200.96323301667928,2,410,False,0,-1
2025-03-01,TENDERLOIN,POINT (-122.418975569 37.785520739),37.78552073875,-122.41897556931,Tenderloin,6.0,0,0,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,64.89933060105416,8,3400,False,2,11
2025-03-01,PARK,POINT (-122.4498716 37.769530067),37.76953006676,-122.44987159967,Haight Ashbury,5.0,0,0,3,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,112.4504806158877,13,321,False,4,2
2025-03-01,PARK,POINT (-122.447054274 37.769889976),37.76988997575,-122.44705427438,Haight Ashbury,5.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,204.68276782627456,6,359,False,5,2
2025-03-01,SOUTHERN,POINT (-122.41329968 37.77649047),37.77649047015,-122.41329967976,South of Market,6.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,321.0683710445079,5,6320,False,2,13
2025-03-01,NORTHERN,POINT (-122.421413362 37.788090658),37.78809065782,-122.42141336203,Lower Nob Hill,3.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,365.2486512207702,2,2397,False,5,-1
2025-03-01,SOUTHERN,POINT (-122.411937788 37.776816955),37.77681695486,-122.41193778813,South of Market,6.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,308.6450718174374,4,6510,False,2,13
2025-03-01,SOUTHERN,POINT (-122.397881001 37.789607024),37.78960702448,-122.39788100123,Financial District,6.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,179.89726929799647,2,784,False,5,-1
2025-03-01,NORTHERN,POINT (-122.420217767 37.788492605),37.78849260532,-122.42021776736,Lower Nob Hill,3.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,322.6723938398709,2,2718,False,2,14
2025-03-01,SOUTHERN,POINT (-122.411488853 37.776372543),37.7763725431,-122.41148885339,South of Market,6.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,359.17376718863903,7,6242,False,2,13
2025-03-01,NORTHERN,POINT (-122.420380376 37.789083732),37.78908373179,-122.42038037628,Lower Nob Hill,3.0,0,0,3,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,374.4450283914932,2,2429,False,5,-1
2025-03-01,BAYVIEW,POINT (-122.394876592 37.747274059),37.74727405892,-122.39487659186,Central Waterfront,10.0,2,0,0,2,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,416.6779268785666,1,85,False,3,3
2025-03-01,SOUTHERN,POINT (-122.404566072 37.765385687),37.76538568659,-122.40456607193,Potrero Hill,10.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,331.2869920261221,4,1133,False,5,8
2025-03-01,BAYVIEW,POINT (-122.394571155 37.74565555),37.74565555015,-122.39457115531,Produce Market,10.0,5,0,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,368.60996298304656,1,106,False,3,3
2025-03-01,BAYVIEW,POINT (-122.395993732 37.745255491),37.74525549068,-122.39599373192,Produce Market,10.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,239.45501226906984,1,120,False,0,3
2025-03-01,SOUTHERN,POINT (-122.404507063 37.764196689),37.76419668871,-122.40450706333,Potrero Hill,10.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,347.0591829151727,6,898,False,5,8
2025-03-01,SOUTHERN,POINT (-122.394377366 37.783577143),37.78357714332,-122.39437736571,South of Market,6.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,264.8211829839305,1,735,False,5,-1
2025-03-01,BAYVIEW,POINT (-122.398138829 37.744761577),37.74476157731,-122.39813882858,Produce Market,10.0,4,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,57.38614928433855,1,303,False,0,3
2025-03-01,BAYVIEW,POINT (-122.399608344 37.743096087),37.74309608664,-122.39960834384,Produce Market,10.0,16,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,137.85325066596943,1,498,False,0,3
2025-03-01,BAYVIEW,POINT (-122.399946302 37.74666404),37.74666404036,-122.39994630218,Produce Market,10.0,7,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,247.1312005707697,1,384,False,0,3
2025-03-01,INGLESIDE,POINT (-122.435640469 37.742710595),37.74271059524,-122.43564046919,Diamond Heights,8.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,184.3397275674789,6,20,False,0,-1
2025-03-01,BAYVIEW,POINT (-122.402931936 37.744711205),37.74471120485,-122.40293193609,Produce Market,10.0,12,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,389.0340787042363,1,623,False,3,3
2025-03-01,PARK,POINT (-122.449935637 37.766075593),37.76607559345,-122.44993563741,Cole Valley,8.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,308.4298263302392,10,240,False,4,-1
2025-03-01,BAYVIEW,POINT (-122.402345538 37.74326391),37.74326390999,-122.40234553814,Produce Market,10.0,3,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,345.92586308899376,1,553,False,3,3
2025-03-01,BAYVIEW,POINT (-122.401511706 37.742750629),37.74275062917,-122.40151170641,Produce Market,10.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,292.64317939561096,1,558,False,3,3
2025-03-01,BAYVIEW,POINT (-122.399262339 37.740383287),37.74038328746,-122.39926233888,Produce Market,10.0,7,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,343.94099386191624,1,291,False,3,3
2025-03-01,BAYVIEW,POINT (-122.400040179 37.742040885),37.74204088533,-122.40004017949,Produce Market,10.0,11,0,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,233.8665718105419,1,536,False,0,3
2025-03-01,BAYVIEW,POINT (-122.396038324 37.741060701),37.74106070118,-122.39603832364,Produce Market,10.0,0,2,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,353.6162506711077,1,232,False,3,3
2025-03-01,TARAVAL,POINT (-122.473055819 37.765835596),37.76583559632,-122.47305581927,Golden Gate Park,7.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,317.13977715959027,5,54,False,4,2
2025-03-01,BAYVIEW,POINT (-122.395884097 37.743367838),37.74336783831,-122.39588409662,Produce Market,10.0,3,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,243.7544485166344,1,201,False,0,3
2025-03-01,BAYVIEW,POINT (-122.401509024 37.741868817),37.74186881715,-122.4015090242,Produce Market,10.0,6,0,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,334.111579369467,1,593,False,3,3
2025-03-01,BAYVIEW,POINT (-122.40040496 37.741234627),37.74123462715,-122.40040495992,Produce Market,10.0,7,0,4,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,310.56804937697007,1,566,False,3,3
2025-03-01,BAYVIEW,POINT (-122.401230745 37.741305152),37.74130515189,-122.40123074502,Produce Market,10.0,5,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,349.8591520593101,1,588,False,3,3
2025-03-01,BAYVIEW,POINT (-122.405068986 37.742501941),37.74250194122,-122.40506898612,Apparel City,10.0,4,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,594.0221562718875,0,573,False,3,3
2025-03-01,BAYVIEW,POINT (-122.404634133 37.742032401),37.74203240123,-122.40463413298,Apparel City,10.0,3,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,569.8310589553619,0,596,False,3,3
2025-03-01,BAYVIEW,POINT (-122.405846827 37.737314831),37.73731483056,-122.40584682673,Apparel City,10.0,4,0,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,483.92374982996256,1,355,False,3,3
2025-03-01,BAYVIEW,POINT (-122.403881103 37.737245893),37.73724589288,-122.4038811028,Apparel City,10.0,3,0,3,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,416.17763627565125,2,386,False,3,3
2025-03-01,BAYVIEW,POINT (-122.402694225 37.738812088),37.73881208797,-122.40269422531,Apparel City,10.0,1,1,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,547.3074971016397,0,504,False,3,3
2025-03-01,BAYVIEW,POINT (-122.400478385 37.739132111),37.73913211055,-122.40047838539,Apparel City,10.0,1,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,479.2934402290544,1,388,False,3,3
2025-03-01,RICHMOND,POINT (-122.477269768 37.766746017),37.76674601726,-122.47726976812,Golden Gate Park,7.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,59.413583614432895,6,58,False,4,-1
2025-03-01,BAYVIEW,POINT (-122.398732267 37.739349789),37.73934978874,-122.39873226732,Silver Terrace,10.0,0,2,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,428.8562200522553,1,236,False,3,3
2025-03-01,BAYVIEW,POINT (-122.397838086 37.739971799),37.73997179868,-122.39783808589,Produce Market,10.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,378.7026587910781,1,242,False,3,3
2025-03-01,TENDERLOIN,POINT (-122.413075756 37.782009859),37.78200985883,-122.41307575616,Tenderloin,6.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,163.78687848854352,14,5467,False,2,-1
2025-03-01,SOUTHERN,POINT (-122.400196083 37.772990474),37.7729904741,-122.40019608289,South of Market,6.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,192.52690379987305,1,691,False,5,-1
2025-03-01,BAYVIEW,POINT (-122.395223938 37.738743152),37.73874315169,-122.39522393793,Bayview,10.0,3,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,546.9670959789555,0,207,False,3,3
2025-03-01,SOUTHERN,POINT (-122.40759261 37.781035686),37.78103568601,-122.40759260952,South of Market,6.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,225.8991443495844,10,4099,False,2,-1
2025-03-01,TENDERLOIN,POINT (-122.410889284 37.783731981),37.78373198071,-122.41088928443,Tenderloin,5.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,95.82195738639656,10,4177,False,2,11
2025-03-01,BAYVIEW,POINT (-122.390464023 37.740355979),37.74035597867,-122.39046402276,Bayview,10.0,16,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,335.1613780399316,5,262,False,3,3
2025-03-01,CENTRAL,POINT (-122.397723757 37.795386844),37.79538684371,-122.39772375673,Financial District,3.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,269.1353221115674,7,402,False,5,-1
2025-03-01,TENDERLOIN,POINT (-122.412658666 37.784389282),37.7843892819,-122.4126586664,Tenderloin,5.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,39.819437848880376,13,4317,False,2,11
2025-03-01,BAYVIEW,POINT (-122.388185821 37.743311897),37.74331189732,-122.38818582147,Central Waterfront,10.0,6,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,85.08214641795173,6,205,False,0,3
2025-03-01,TENDERLOIN,POINT (-122.413215244 37.782932057),37.78293205749,-122.41321524447,Tenderloin,5.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,151.38422157756133,17,4877,False,2,11
2025-03-01,,POINT (-122.414327497 37.784214069),37.78421406854,-122.41432749698,Tenderloin,,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,113.19689803087628,14,4586,False,2,11
2025-03-01,TENDERLOIN,POINT (-122.414533622 37.785091239),37.78509123855,-122.41453362151,Tenderloin,5.0,0,0,0,7,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,86.64185830587229,12,4345,False,2,11
2025-03-01,INGLESIDE,POINT (-122.443699166 37.728282123),37.72828212281,-122.44369916618,Mission Terrace,7.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,170.04860638136526,7,27,False,0,4
2025-03-01,NORTHERN,POINT (-122.419010975 37.786506298),37.78650629828,-122.41901097473,Lower Nob Hill,3.0,0,0,0,2,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,118.84602617732168,8,3301,False,2,11
2025-03-01,TENDERLOIN,POINT (-122.41216662 37.785834777),37.78583477731,-122.41216662009,Tenderloin,5.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,20.99913467062531,10,3403,False,2,11
2025-03-01,BAYVIEW,POINT (-122.390909605 37.745089263),37.74508926256,-122.39090960473,Central Waterfront,10.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,370.009303132007,3,150,False,3,3
2025-03-01,BAYVIEW,POINT (-122.389330119 37.745108881),37.74510888121,-122.38933011889,Central Waterfront,10.0,3,0,2,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,268.6640275823631,3,188,False,3,3
2025-03-01,SOUTHERN,POINT (-122.401303165 37.777741015),37.77774101537,-122.40130316466,South of Market,6.0,1,0,8,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,328.32141101581897,6,1778,False,5,-1
2025-03-01,CENTRAL,POINT (-122.400790527 37.793605653),37.7936056531,-122.40079052746,Financial District,3.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,254.0715476240015,7,1002,False,5,-1
2025-03-01,TENDERLOIN,POINT (-122.412247622 37.786391002),37.78639100243,-122.41224762172,Tenderloin,5.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,51.08815828711103,11,3057,False,2,11
2025-03-01,NORTHERN,POINT (-122.436091751 37.783822513),37.78382251347,-122.43609175086,Western Addition,5.0,1,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,61.20419655908225,8,567,False,5,-1
2025-03-01,BAYVIEW,POINT (-122.388407774 37.746186573),37.74618657339,-122.38840777427,Central Waterfront,10.0,3,0,3,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,187.15495071357185,3,131,False,0,3
2025-03-01,NORTHERN,POINT (-122.420390906 37.781388104),37.78138810398,-122.4203909057,Civic Center,6.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,98.20299367169768,13,3204,False,2,11
2025-03-01,INGLESIDE,POINT (-122.442032844 37.729356613),37.72935661271,-122.44203284383,Sunnyside,7.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,253.3182519546554,7,29,False,0,4
2025-03-01,BAYVIEW,POINT (-122.391252927 37.746174643),37.74617464331,-122.39125292748,Central Waterfront,10.0,2,0,0,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,433.6258782606001,3,138,False,3,3
2025-03-01,RICHMOND,POINT (-122.478644346 37.768996739),37.76899673852,-122.47864434629,Golden Gate Park,4.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,189.71572790490657,5,31,False,4,2
2025-03-01,TENDERLOIN,POINT (-122.4183 37.775),37.775,-122.4183,South of Market,6.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,348.86479417249865,4,5732,False,2,-1
2025-03-01,TENDERLOIN,POINT (-122.416700382 37.783451444),37.78345144351,-122.41670038164,Tenderloin,6.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,87.26046771872218,17,4818,False,2,11
2025-03-01,TENDERLOIN,POINT (-122.411752132 37.784076931),37.78407693137,-122.41175213194,Tenderloin,5.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,21.43466588564666,10,4185,False,2,11
2025-03-01,TENDERLOIN,POINT (-122.409398598 37.784811804),37.78481180377,-122.40939859846,Downtown / Union Square,5.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,146.26811624845865,6,2869,False,2,-1
2025-03-01,TENDERLOIN,POINT (-122.412016984 37.785019366),37.78501936634,-122.41201698379,Tenderloin,5.0,0,0,0,2,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,62.51367095689054,10,3845,False,2,11
2025-03-01,TENDERLOIN,POINT (-122.418525676 37.784163968),37.7841639682,-122.4185256763,Tenderloin,6.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,102.17515504296088,12,3645,False,2,11
2025-03-01,RICHMOND,POINT (-122.473458124 37.769957123),37.7699571228,-122.47345812369,Golden Gate Park,7.0,0,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,186.45952275726168,11,36,False,4,2
2025-03-01,SOUTHERN,POINT (-122.410138696 37.778991274),37.77899127445,-122.41013869643,South of Market,6.0,0,0,0,1,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,277.3442819178802,7,6531,False,2,13
2025-03-01,BAYVIEW,POINT (-122.383930162 37.741966119),37.74196611923,-122.3839301616,India Basin,10.0,5,0,1,0,2025/10/02 03:43:38 PM,2025/10/02 02:02:39 PM,266.0658711531655,8,144,False,3,3
