latitude,longitude,resource_type,access,supervisor_district,analysis_neighborhood,needles_within_500m,encampments_within_500m
37.777987531028245,-122.45767116556968,restroom,publicly_accessible,1.0,Lone Mountain/USF,152,12
37.74137018500005,-122.46614395199998,drinking_water,limited_access,7.0,West of Twin Peaks,77,3
37.76275999979258,-122.45197359512166,restroom,publicly_accessible,8.0,Haight Ashbury,103,3
37.75940474502767,-122.42242458308024,restroom,publicly_accessible,9.0,Mission,1043,2
37.78641132,-122.43227245,drinking_water,publicly_accessible,5.0,Pacific Heights,568,12
37.79573314221017,-122.42054753311784,restroom,publicly_accessible,3.0,Russian Hill,926,2
37.75706028122408,-122.4869080712594,restroom,publicly_accessible,4.0,Sunset/Parkside,40,7
37.7383375968044,-122.48372258951072,restroom,publicly_accessible,4.0,Sunset/Parkside,16,5
37.75145352,-122.4389456,drinking_water,publicly_accessible,8.0,Noe Valley,79,0
37.72008421,-122.43381224,drinking_water,limited_access,11.0,Excelsior,56,0
37.7139251,-122.41632703,drinking_water,publicly_accessible,10.0,McLaren Park,4,9
37.77284508,-122.44247084,drinking_water,publicly_accessible,4.0,Sunset/Parkside,552,32
37.76262003,-122.45170249,drinking_water,publicly_accessible,8.0,Haight Ashbury,98,2
37.77057774,-122.45868065,drinking_water,publicly_accessible,7.0,Golden Gate Park,77,13
37.71767026,-122.4701035,drinking_water,publicly_accessible,11.0,Oceanview/Merced/Ingleside,9,23
37.771963889285466,-122.49707655180993,restroom,publicly_accessible,1.0,Golden Gate Park,23,11
37.765187,-122.4083365,restroom,publicly_accessible,9.0,Mission,2020,95
37.80215891886645,-122.448793308729,restroom,publicly_accessible,2.0,Marina,44,0
37.78433308,-122.41220834,drinking_water,publicly_accessible,5.0,Tenderloin,4218,57
37.76699119,-122.45332948,drinking_water,limited_access,5.0,Golden Gate Park,213,14
37.76530923000001,-122.44029271,drinking_water,publicly_accessible,8.0,Castro/Upper Market,463,7
37.7825365,-122.4157402,restroom,publicly_accessible,5.0,Tenderloin,4910,76
37.78286564,-122.43452278,drinking_water,publicly_accessible,5.0,Western Addition,548,11
37.714327090000005,-122.44986995,drinking_water,publicly_accessible,11.0,Outer Mission,28,28
37.71718343500864,-122.38878587677976,restroom,publicly_accessible,10.0,Bayview Hunters Point,28,24
37.73959648188863,-122.47617042952425,restroom,publicly_accessible,4.0,Sunset/Parkside,73,6
37.77856950700004,-122.49725809499996,drinking_water,limited_access,1.0,Outer Richmond,37,8
37.75767698999999,-122.41509849,drinking_water,publicly_accessible,9.0,Mission,1053,16
37.776004,-122.388026,drinking_water,publicly_accessible,6.0,Mission Bay,120,2
37.801492,-122.43324,drinking_water,publicly_accessible,2.0,Marina,374,3
37.77606960000001,-122.42741293,drinking_water,publicly_accessible,5.0,Hayes Valley,2135,10
37.7848986,-122.4128159,restroom,publicly_accessible,5.0,Tenderloin,4252,53
37.72556145806361,-122.39303328506476,restroom,publicly_accessible,10.0,Bayview Hunters Point,89,61
37.7957183,-122.42048043,drinking_water,publicly_accessible,3.0,Russian Hill,932,2
37.74173876,-122.46518013,drinking_water,publicly_accessible,7.0,West of Twin Peaks,52,3
37.7801432,-122.4130822,restroom,publicly_accessible,5.0,Tenderloin,6448,67
37.80052348,-122.40978817,drinking_water,publicly_accessible,3.0,North Beach,486,6
37.74402066778578,-122.44026812980984,restroom,publicly_accessible,8.0,Glen Park,17,5
37.79542,-122.39363,restroom,limited_access,3.0,Financial District/South Beach,235,22
37.77098213346722,-122.4768771295348,restroom,publicly_accessible,7.0,Golden Gate Park,29,27
37.71511356,-122.45624227,drinking_water,publicly_accessible,11.0,Oceanview/Merced/Ingleside,20,20
37.71413776700007,-122.465970826,drinking_water,limited_access,11.0,Oceanview/Merced/Ingleside,20,22
37.7958357,-122.41043562,drinking_water,publicly_accessible,3.0,Chinatown,647,7
37.77023246,-122.4955183,drinking_water,publicly_accessible,1.0,Golden Gate Park,14,16
37.73885128400008,-122.41610523099996,drinking_water,limited_access,9.0,Bernal Heights,72,11
37.72582319,-122.44334099,drinking_water,publicly_accessible,11.0,Outer Mission,30,14
37.765617,-122.412366,drinking_water,publicly_accessible,9.0,Mission,2732,85
37.72405708700006,-122.45626482999997,drinking_water,limited_access,7.0,West of Twin Peaks,48,7
37.76957923756154,-122.43457746937769,restroom,publicly_accessible,8.0,Haight Ashbury,1023,4
37.7767602,-122.4060242,restroom,limited_access,6.0,South of Market,3504,43
37.71356270169301,-122.43000619846528,restroom,publicly_accessible,11.0,Excelsior,16,0
37.76689068128529,-122.50766568323402,restroom,publicly_accessible,4.0,Golden Gate Park,44,60
37.77051463507628,-122.46947015151656,restroom,publicly_accessible,7.0,Golden Gate Park,59,20
37.75684016,-122.486904,drinking_water,publicly_accessible,4.0,Sunset/Parkside,41,8
37.785211870000005,-122.47790052,drinking_water,publicly_accessible,1.0,Outer Richmond,176,3
37.76726784026848,-122.50798559173631,restroom,publicly_accessible,4.0,Golden Gate Park,41,59
37.78087938,-122.42537903,drinking_water,publicly_accessible,5.0,Western Addition,2068,20
37.77133061999999,-122.49904042,drinking_water,publicly_accessible,1.0,Golden Gate Park,24,9
37.776548,-122.389769,drinking_water,publicly_accessible,6.0,Mission Bay,221,7
37.79172402169742,-122.42815294493,restroom,publicly_accessible,2.0,Pacific Heights,499,2
37.71604522,-122.45732734,drinking_water,publicly_accessible,11.0,Oceanview/Merced/Ingleside,21,12
37.7803467,-122.3877,drinking_water,publicly_accessible,6.0,Mission Bay,186,2
37.71360481,-122.43296598,drinking_water,limited_access,11.0,Excelsior,24,0
37.73655273,-122.44078843,drinking_water,publicly_accessible,8.0,Glen Park,26,0
37.76845387,-122.45704845,drinking_water,publicly_accessible,7.0,Golden Gate Park,142,11
37.72247859,-122.41423995,drinking_water,publicly_accessible,9.0,McLaren Park,4,20
37.75145679,-122.43894593,drinking_water,publicly_accessible,8.0,Noe Valley,79,0
37.7847415438671,-122.41568908585286,restroom,publicly_accessible,5.0,Tenderloin,4526,83
37.71454851,-122.40582609,drinking_water,limited_access,10.0,Visitacion Valley,50,1
37.806654380000005,-122.44255445,restroom,limited_access,,Marina,36,0
37.808738,-122.412697,restroom,publicly_accessible,3.0,North Beach,116,18
37.71274482391884,-122.40868229341584,restroom,publicly_accessible,10.0,Visitacion Valley,30,3
37.720234550340486,-122.43358551158578,restroom,publicly_accessible,11.0,Excelsior,59,0
37.78069459,-122.42684636,drinking_water,publicly_accessible,5.0,Western Addition,1459,14
37.76941332,-122.43349091,drinking_water,publicly_accessible,8.0,Haight Ashbury,1253,4
37.7428,-122.387319,restroom,limited_access,10.0,Bayview Hunters Point,211,67
37.76723487,-122.4551506,drinking_water,publicly_accessible,5.0,Golden Gate Park,180,11
37.76025855824598,-122.43646112984024,restroom,publicly_accessible,8.0,Castro/Upper Market,1032,1
37.77906456359353,-122.45837511234984,restroom,publicly_accessible,1.0,Lone Mountain/USF,157,9
37.71440079,-122.42886246,drinking_water,publicly_accessible,11.0,Excelsior,18,1
37.79403249,-122.41743067,drinking_water,limited_access,3.0,Russian Hill,1172,4
37.769805558070935,-122.46865196151226,restroom,publicly_accessible,7.0,Golden Gate Park,60,17
37.783709050000006,-122.4354035,drinking_water,publicly_accessible,5.0,Western Addition,554,9
37.77297409,-122.49900827,drinking_water,publicly_accessible,1.0,Outer Richmond,27,9
37.7479179,-122.43840181,drinking_water,limited_access,8.0,Noe Valley,41,1
37.76854971802402,-122.45898101337504,restroom,publicly_accessible,7.0,Golden Gate Park,66,7
37.77236703405456,-122.44766297493844,restroom,publicly_accessible,5.0,Golden Gate Park,464,32
37.7766746,-122.433905,drinking_water,publicly_accessible,5.0,Hayes Valley,430,3
37.73294746,-122.42105235,drinking_water,publicly_accessible,9.0,Bernal Heights,43,11
37.77313632980181,-122.39368445415782,restroom,publicly_accessible,6.0,Mission Bay,251,10
37.72509664467659,-122.4740986263154,restroom,publicly_accessible,7.0,West of Twin Peaks,14,17
37.790166,-122.388767,restroom,publicly_accessible,6.0,Financial District/South Beach,334,18
37.71630766055233,-122.4574613171202,restroom,publicly_accessible,11.0,Oceanview/Merced/Ingleside,21,13
37.728907080000006,-122.40968716,drinking_water,limited_access,9.0,Portola,31,15
37.78501370787081,-122.4845445288129,restroom,publicly_accessible,1.0,Outer Richmond,58,1
37.794611401480445,-122.40563810471431,restroom,publicly_accessible,3.0,Chinatown,1018,6
37.79131424,-122.42861961,drinking_water,publicly_accessible,2.0,Pacific Heights,421,2
37.77736955,-122.40646207,drinking_water,publicly_accessible,6.0,South of Market,3756,46
37.71923967,-122.41283289,drinking_water,publicly_accessible,9.0,McLaren Park,5,14
37.79429085,-122.41169429,drinking_water,publicly_accessible,3.0,Nob Hill,758,6
37.76823041384297,-122.46214572877334,restroom,publicly_accessible,7.0,Golden Gate Park,71,7
37.739129517709415,-122.44952483192756,restroom,publicly_accessible,7.0,West of Twin Peaks,12,0
37.7464289,-122.43829271,drinking_water,publicly_accessible,8.0,Noe Valley,21,5
37.77201687,-122.47114771,drinking_water,publicly_accessible,1.0,Golden Gate Park,53,17
37.72515055880462,-122.44552972539844,restroom,publicly_accessible,11.0,Outer Mission,53,11
37.792078270000005,-122.41238226,drinking_water,publicly_accessible,3.0,Nob Hill,1283,8
37.7644801806687,-122.50495827514384,restroom,publicly_accessible,4.0,Golden Gate Park,71,44
37.752333,-122.418141,drinking_water,publicly_accessible,9.0,Mission,693,15
37.71272269,-122.42731924,drinking_water,publicly_accessible,11.0,Excelsior,15,1
37.76888801773871,-122.47084604293474,restroom,publicly_accessible,7.0,Golden Gate Park,48,32
37.76752894,-122.45629948,drinking_water,publicly_accessible,5.0,Golden Gate Park,152,10
37.75156403315574,-122.46522255072964,restroom,publicly_accessible,7.0,Inner Sunset,22,0
37.732517086819065,-122.40239900743153,restroom,publicly_accessible,10.0,Bayview Hunters Point,69,17
37.76453537,-122.50499564,drinking_water,publicly_accessible,4.0,Golden Gate Park,70,44
37.7501238,-122.41247425,drinking_water,publicly_accessible,9.0,Mission,360,13
37.72713052100005,-122.43331540999998,drinking_water,limited_access,11.0,Outer Mission,97,3
37.79126963424543,-122.45371329325803,restroom,publicly_accessible,2.0,Presidio,23,0
37.7700523805948,-122.45956331931362,restroom,publicly_accessible,7.0,Golden Gate Park,65,7
37.810759,-122.410441,restroom,publicly_accessible,3.0,North Beach,45,8
37.80129138272988,-122.41678430772168,restroom,publicly_accessible,3.0,Russian Hill,293,2
37.73785746068678,-122.47571156115694,restroom,publicly_accessible,4.0,Sunset/Parkside,71,15
37.79429125,-122.41169415,drinking_water,publicly_accessible,3.0,Nob Hill,758,6
37.80148454613276,-122.43318577042552,restroom,publicly_accessible,2.0,Marina,372,3
37.72925378,-122.40981943,drinking_water,publicly_accessible,9.0,Portola,30,15
37.734648,-122.390524,drinking_water,publicly_accessible,10.0,Bayview Hunters Point,186,30
37.7694207259486,-122.49309991733551,restroom,publicly_accessible,4.0,Golden Gate Park,13,17
37.7885318,-122.44979582,drinking_water,publicly_accessible,2.0,Presidio Heights,95,10
37.72539339194417,-122.39337823570943,restroom,publicly_accessible,10.0,Bayview Hunters Point,88,59
37.75991581,-122.4362927,drinking_water,publicly_accessible,8.0,Castro/Upper Market,1011,1
37.70950402468936,-122.44706570405378,restroom,publicly_accessible,11.0,Excelsior,17,14
37.80168741,-122.44791246,drinking_water,publicly_accessible,2.0,Marina,73,0
37.7671838,-122.50799349,drinking_water,publicly_accessible,4.0,Golden Gate Park,41,59
37.73197548973464,-122.44079024379074,restroom,publicly_accessible,7.0,West of Twin Peaks,45,13
37.769174410000005,-122.45878341,drinking_water,limited_access,7.0,Golden Gate Park,77,10
37.79101427,-122.42734389,drinking_water,publicly_accessible,2.0,Pacific Heights,616,3
37.783353,-122.41769,restroom,publicly_accessible,5.0,Tenderloin,4586,72
37.73918604,-122.3856264,drinking_water,publicly_accessible,10.0,Bayview Hunters Point,219,47
37.80914,-122.409882,restroom,publicly_accessible,3.0,North Beach,97,9
37.73258266,-122.40301406,drinking_water,publicly_accessible,10.0,Bayview Hunters Point,72,19
37.72732357,-122.36690698,drinking_water,publicly_accessible,10.0,Bayview Hunters Point,4,5
37.743551594363424,-122.480708410321,restroom,publicly_accessible,4.0,Sunset/Parkside,43,7
37.751672340000006,-122.45583377,drinking_water,publicly_accessible,7.0,Twin Peaks,7,0
37.73617234504192,-122.4779173153289,restroom,publicly_accessible,4.0,Sunset/Parkside,22,19
37.76742129,-122.50832979,drinking_water,publicly_accessible,4.0,Golden Gate Park,41,58
37.734686763218136,-122.38948264733972,restroom,publicly_accessible,10.0,Bayview Hunters Point,189,32
37.7844142,-122.4077797,restroom,publicly_accessible,3.0,Tenderloin,2183,47
37.79566305898598,-122.41036014811358,restroom,publicly_accessible,3.0,Chinatown,665,7
37.75122405800005,-122.49810319699998,drinking_water,limited_access,4.0,Sunset/Parkside,23,5
37.7869717,-122.46793153,drinking_water,publicly_accessible,1.0,Inner Richmond,107,9
37.73193828,-122.44074053,drinking_water,publicly_accessible,7.0,West of Twin Peaks,45,13
37.70959881,-122.44705578,drinking_water,publicly_accessible,11.0,Excelsior,17,14
37.75945608,-122.42710372,drinking_water,publicly_accessible,8.0,Castro/Upper Market,802,0
37.75910877,-122.40447578,drinking_water,publicly_accessible,10.0,Potrero Hill,515,8
37.722952321382685,-122.41856158698464,restroom,publicly_accessible,11.0,McLaren Park,4,15
37.76800126751249,-122.49647617853708,restroom,publicly_accessible,4.0,Golden Gate Park,17,23
37.76398718,-122.39912815,drinking_water,publicly_accessible,10.0,Potrero Hill,478,7
37.72852697091199,-122.46602410190816,restroom,publicly_accessible,7.0,West of Twin Peaks,13,3
37.733980204000034,-122.43383315499996,drinking_water,limited_access,8.0,Glen Park,131,4
37.71245320600008,-122.40788422599996,drinking_water,limited_access,10.0,Visitacion Valley,38,3
37.76376981288262,-122.43858249636833,restroom,publicly_accessible,8.0,Castro/Upper Market,859,4
37.73712264058883,-122.42058670337198,restroom,publicly_accessible,9.0,Bernal Heights,119,11
37.7552601,-122.4051895,restroom,publicly_accessible,10.0,Mission,1052,5
37.782315528202496,-122.4356163934808,restroom,limited_access,5.0,Western Addition,530,10
37.76671178060086,-122.45600547939162,restroom,publicly_accessible,5.0,Golden Gate Park,145,8
37.801064242552535,-122.41063428491248,restroom,publicly_accessible,3.0,North Beach,422,6
37.72905284,-122.41024195,drinking_water,publicly_accessible,9.0,Portola,31,14
37.73787943,-122.48463806,drinking_water,limited_access,4.0,Sunset/Parkside,15,4
