latitude,longitude,district,sf_find_neighborhood,supervisor,tents,structures,observed_month,dist_to_bathroom_m,bathrooms_within_500m,needles_within_500m,underserved
37.76069133963,-122.49624934047,TARAVAL,Outer Sunset,4.0,0,0,2025-06-01,614.8050834768153,0,43,False
37.76268139109,-122.49533202499,TARAVAL,Outer Sunset,4.0,0,0,2025-06-01,423.51773846686444,2,39,False
37.76461625925,-122.49608304352,TARAVAL,Golden Gate Park,4.0,0,0,2025-06-01,299.0065604663071,6,36,False
37.76462739122,-122.4977433309,TARAVAL,Golden Gate Park,1.0,0,0,2025-06-01,316.223896442772,4,35,False
37.76437188555,-122.50254783779,TARAVAL,Golden Gate Park,4.0,0,0,2025-06-01,211.71190764516547,4,51,False
37.76467907536,-122.49305985868,TARAVAL,Outer Sunset,4.0,0,0,2025-06-01,186.38942526731847,4,25,False
37.76573183352,-122.4719780311,TARAVAL,Golden Gate Park,7.0,0,0,2025-06-01,294.20541817214905,10,71,False
37.74951724539,-122.40337249928,MISSION,Potrero Hill,10.0,0,2,2025-06-01,181.53722402275508,2,1075,False
37.76396874668,-122.4688911438,TARAVAL,Inner Sunset,7.0,0,0,2025-06-01,253.22427558813808,4,100,False
37.76368090259,-122.46960058808,TARAVAL,Inner Sunset,7.0,0,0,2025-06-01,295.0002882186728,3,109,False
37.74959662286,-122.40323419148,BAYVIEW,Potrero Hill,10.0,0,1,2025-06-01,191.47527378060605,2,1069,False
37.76358521937,-122.47395046055,TARAVAL,Inner Sunset,7.0,0,0,2025-06-01,208.13551395991465,3,71,False
37.75989130285,-122.40797677796,MISSION,Mission,9.0,0,0,2025-06-01,314.7674245228841,9,1025,False
37.76311465472,-122.40897835248,MISSION,Mission,9.0,0,0,2025-06-01,138.48160575023124,5,1669,False
37.76743366067,-122.40476358275,MISSION,Showplace Square,6.0,0,0,2025-06-01,370.32480907614746,3,1291,False
37.71747286289,-122.38733690895,BAYVIEW,Bret Harte,10.0,0,0,2025-06-01,18.971672497394227,3,27,False
37.76806960764,-122.40479948017,SOUTHERN,Showplace Square,6.0,0,0,2025-06-01,400.36053903001897,2,1360,False
37.76718789479,-122.40480460836,SOUTHERN,Showplace Square,6.0,0,0,2025-06-01,356.1735710150816,3,1232,False
37.71547774115,-122.38938051571,BAYVIEW,Candlestick Point SRA,10.0,0,0,2025-06-01,146.89738228115758,4,25,False
37.7533670757,-122.49642703682,TARAVAL,Outer Sunset,4.0,0,0,2025-06-01,238.71912775969912,3,26,False
37.7146610345,-122.38882132701,BAYVIEW,Candlestick Point SRA,10.0,0,0,2025-06-01,192.17866740856869,3,23,False
37.7670325061,-122.40566957551,MISSION,Showplace Square,6.0,0,0,2025-06-01,284.56794458891636,3,1378,False
37.76650893034,-122.40563009102,MISSION,Showplace Square,6.0,0,0,2025-06-01,264.2814408516275,3,1320,False
37.72018271443,-122.39799231044,BAYVIEW,Bret Harte,10.0,0,0,2025-06-01,436.18808320614363,1,31,False
37.72110733668,-122.39793496328,BAYVIEW,Bret Harte,10.0,0,0,2025-06-01,456.5262979269178,1,33,False
37.76769182301,-122.40771728982,MISSION,Showplace Square,10.0,0,0,2025-06-01,226.3961825036681,4,1930,False
37.76836161335,-122.40845157452,MISSION,Mission,10.0,0,0,2025-06-01,278.7324546881986,4,2235,False
37.76832340206,-122.4090429933,MISSION,Mission,9.0,0,1,2025-06-01,282.0921396478934,4,2410,False
37.71018008907,-122.40126348216,BAYVIEW,Little Hollywood,10.0,0,0,2025-06-01,554.243608119149,0,41,False
37.72940407872,-122.49232962728,TARAVAL,Lakeshore,7.0,0,0,2025-06-01,131.4978742208203,2,17,False
37.76612682328,-122.41050381088,MISSION,Mission,10.0,0,0,2025-06-01,160.35326306925023,5,2563,False
37.70998698539,-122.39640404639,BAYVIEW,Little Hollywood,10.0,0,0,2025-06-01,846.741691880093,0,15,True
37.71420059701,-122.39935474899,INGLESIDE,Little Hollywood,10.0,0,0,2025-06-01,568.6336870240756,0,44,False
37.73863630033,-122.48292412609,TARAVAL,Parkside,4.0,0,0,2025-06-01,74.80133645096471,11,21,False
37.73733365583,-122.47864533216,TARAVAL,Parkside,4.0,0,0,2025-06-01,106.04582622653517,7,23,False
37.7466700306,-122.39075364533,BAYVIEW,Central Waterfront,10.0,2,1,2025-06-01,387.28155013662337,3,138,False
37.74532411889,-122.38925792731,BAYVIEW,Central Waterfront,10.0,2,0,2025-06-01,279.273341180958,3,181,False
37.76921210697,-122.4215731423,MISSION,Mission,9.0,0,1,2025-06-01,211.86299828795293,3,4243,False
37.7452546621,-122.38721618887,BAYVIEW,Central Waterfront,10.0,0,0,2025-06-01,149.0521734855352,3,185,False
37.7452546621,-122.38721618887,BAYVIEW,Central Waterfront,10.0,1,0,2025-06-01,149.0521734855352,3,185,False
37.76337360692,-122.42110555998,MISSION,Mission,9.0,0,1,2025-06-01,102.72115687156202,9,2063,False
37.74448246182,-122.38995577142,BAYVIEW,Central Waterfront,10.0,0,0,2025-06-01,270.91666566764565,3,208,False
37.74011512161,-122.39007248902,BAYVIEW,Bayview,10.0,0,2,2025-06-01,323.1019324948375,7,270,False
37.76454980286,-122.41517950586,MISSION,Mission,9.0,0,1,2025-06-01,73.83670493509418,8,2697,False
37.72591141192,-122.37952568647,BAYVIEW,Hunters Point,10.0,0,0,2025-06-01,536.8210542126072,0,22,False
37.73859930514,-122.38947826548,BAYVIEW,Bayview,10.0,0,0,2025-06-01,333.12387608902316,9,292,False
37.72561106803,-122.38959963938,BAYVIEW,Bayview,10.0,0,0,2025-06-01,301.30918639583507,3,94,False
37.72717812125,-122.39055080943,BAYVIEW,Bayview,10.0,0,0,2025-06-01,259.9362993483332,4,104,False
37.72600226551,-122.39191541914,BAYVIEW,Bayview,10.0,0,0,2025-06-01,105.43515864532496,3,94,False
37.72522691082,-122.39219899787,BAYVIEW,Bayview,10.0,0,0,2025-06-01,78.86888268914264,3,92,False
37.72380354168,-122.38970955379,BAYVIEW,Bayview,10.0,0,0,2025-06-01,329.9113506349799,3,76,False
37.73825582339,-122.46862594038,TARAVAL,West Portal,7.0,0,0,2025-06-01,349.42704399246935,4,87,False
37.72440818962,-122.39240576976,BAYVIEW,Bret Harte,10.0,0,0,2025-06-01,115.20078967030983,4,88,False
37.7240390026,-122.39178325737,BAYVIEW,Bret Harte,10.0,0,0,2025-06-01,172.8431007298538,4,83,False
37.7224085803,-122.38891463512,BAYVIEW,Bret Harte,10.0,0,0,2025-06-01,455.1130774829888,7,67,False
37.74699304274,-122.47049845755,TARAVAL,Golden Gate Heights,7.0,0,0,2025-06-01,325.8194692376843,1,102,False
37.75058097376,-122.38272871996,BAYVIEW,Central Waterfront,10.0,0,0,2025-06-01,464.5050439625994,1,56,False
37.75431511663,-122.38411803753,BAYVIEW,Central Waterfront,10.0,3,0,2025-06-01,566.333434806648,0,103,False
37.74595457122,-122.38651313286,BAYVIEW,Central Waterfront,10.0,1,0,2025-06-01,68.00196350762288,3,130,False
37.74673143219,-122.39071137301,BAYVIEW,Central Waterfront,10.0,0,1,2025-06-01,383.56118839444764,3,138,False
37.74676698994,-122.38888750933,BAYVIEW,Central Waterfront,10.0,1,0,2025-06-01,223.58156809708404,3,125,False
37.77175996079,-122.386436602,SOUTHERN,Mission Bay,6.0,0,0,2025-06-01,228.04832096540144,7,31,False
37.78444846694,-122.38760897156,SOUTHERN,South Beach,6.0,0,0,2025-06-01,359.98919845878373,1,342,False
37.79164817768,-122.39006907829,SOUTHERN,Financial District,6.0,0,1,2025-06-01,173.10611509498116,5,321,False
37.79514645563,-122.39443421724,CENTRAL,Financial District,3.0,2,1,2025-06-01,47.72341814219942,7,262,False
37.79418366609,-122.3917299836,SOUTHERN,Financial District,6.0,0,0,2025-06-01,47.829868296139736,6,205,False
37.8093705825,-122.41686507755,CENTRAL,Fishermans Wharf,3.0,0,0,2025-06-01,65.03281206941112,3,81,False
37.80809740242,-122.41755168752,CENTRAL,Fishermans Wharf,3.0,0,0,2025-06-01,156.5536976816669,3,108,False
37.76644159865,-122.41157307575,MISSION,Mission,9.0,0,1,2025-06-01,100.37608665604695,6,2846,False
37.76494152568,-122.41142787523,MISSION,Mission,9.0,0,0,2025-06-01,101.43098548884582,7,2381,False
37.76373810585,-122.41133095843,MISSION,Mission,9.0,0,0,2025-06-01,179.04238911083976,7,2131,False
37.75096725401,-122.41251188975,MISSION,Mission,9.0,0,0,2025-06-01,74.08068436372332,6,425,False
37.76103152776,-122.41277098801,MISSION,Mission,9.0,0,0,2025-06-01,84.06351513160827,11,1793,False
